run_id,id,d_hat,rho,gamma,epsilon,lambda,t_min,t_max,dt_target,dt_applied_w2,order_idx,ts_start_iso,ts_end_iso,dt_applied,renderer,notes
2021_g1.0_e0.1_l0.5,ncaf_2021_0100,0.3027062118053436,0.1479124873876571,1.0,0.1,0.5,0.2,1.2,0.5687046264891201,,99,2025-10-28T00:31:35.755209+00:00,2025-10-28T00:31:36.325868+00:00,0.570646,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0101,0.2152137905359268,0.0890688449144363,1.0,0.1,0.5,0.2,1.2,0.4456470416983394,,100,2025-10-28T00:31:36.327695+00:00,2025-10-28T00:31:36.778391+00:00,0.450685,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0102,1.0,0.5116176605224609,1.0,0.1,0.5,0.2,1.2,1.4098521912589714,,101,2025-10-28T00:31:36.781099+00:00,2025-10-28T00:31:38.195688+00:00,1.414567,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0103,0.5024762153625488,0.2405065596103668,1.0,0.1,0.5,0.2,1.2,0.8340230323736899,,102,2025-10-28T00:31:38.197732+00:00,2025-10-28T00:31:39.036610+00:00,0.838863,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0104,0.6366480588912964,0.3367703855037689,1.0,0.1,0.5,0.2,1.2,0.9667601835752876,,103,2025-10-28T00:31:39.038664+00:00,2025-10-28T00:31:40.010276+00:00,0.97158,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0105,0.4144396781921386,0.1628618389368057,1.0,0.1,0.5,0.2,1.2,0.6875077964635082,,104,2025-10-28T00:31:40.011694+00:00,2025-10-28T00:31:40.703464+00:00,0.691755,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0106,0.1776265352964401,0.07935132086277,1.0,0.1,0.5,0.2,1.2,0.4194444407738566,,105,2025-10-28T00:31:40.705044+00:00,2025-10-28T00:31:41.128925+00:00,0.423869,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0107,0.281148225069046,0.0717383995652198,1.0,0.1,0.5,0.2,1.2,0.4903568412650421,,106,2025-10-28T00:31:41.132119+00:00,2025-10-28T00:31:41.625278+00:00,0.493147,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0108,0.182603508234024,0.0646860599517822,1.0,0.1,0.5,0.2,1.2,0.4043490217671079,,107,2025-10-28T00:31:41.626816+00:00,2025-10-28T00:31:42.033552+00:00,0.406725,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0109,0.2509738504886627,0.1007998138666153,1.0,0.1,0.5,0.2,1.2,0.4674747570385877,,108,2025-10-28T00:31:42.035064+00:00,2025-10-28T00:31:42.506660+00:00,0.471583,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0110,0.2680138945579529,0.1260208785533905,1.0,0.1,0.5,0.2,1.2,0.4950619906543095,,109,2025-10-28T00:31:42.508119+00:00,2025-10-28T00:31:43.008957+00:00,0.500825,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0111,0.4278475344181061,0.2228162735700607,1.0,0.1,0.5,0.2,1.2,0.6797755344942613,,110,2025-10-28T00:31:43.010702+00:00,2025-10-28T00:31:43.691680+00:00,0.680967,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0112,0.7717215418815613,0.4134376049041748,1.0,0.1,0.5,0.2,1.2,1.1291422721669535,,111,2025-10-28T00:31:43.692439+00:00,2025-10-28T00:31:44.825482+00:00,1.133022,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0113,0.3889688551425934,0.2086509764194488,1.0,0.1,0.5,0.2,1.2,0.6887051400232738,,112,2025-10-28T00:31:44.829980+00:00,2025-10-28T00:31:45.523778+00:00,0.693786,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0114,0.3352917730808258,0.0932151079177856,1.0,0.1,0.5,0.2,1.2,0.5694873459246934,,113,2025-10-28T00:31:45.525346+00:00,2025-10-28T00:31:46.095957+00:00,0.570598,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0115,0.3293852806091308,0.1188304871320724,1.0,0.1,0.5,0.2,1.2,0.5624005878608069,,114,2025-10-28T00:31:46.097560+00:00,2025-10-28T00:31:46.662232+00:00,0.564651,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0116,0.3225071132183075,0.1849251687526703,1.0,0.1,0.5,0.2,1.2,0.5717319322204173,,115,2025-10-28T00:31:46.663918+00:00,2025-10-28T00:31:47.239931+00:00,0.575985,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0117,0.0927659645676612,0.0634908378124237,1.0,0.1,0.5,0.2,1.2,0.3258495553167908,,116,2025-10-28T00:31:47.242015+00:00,2025-10-28T00:31:47.570155+00:00,0.328127,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0118,0.3106927573680877,0.1058830767869949,1.0,0.1,0.5,0.2,1.2,0.5172110348443667,,117,2025-10-28T00:31:47.571461+00:00,2025-10-28T00:31:48.092928+00:00,0.521453,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0119,0.8536388874053955,0.5659686326980591,1.0,0.1,0.5,0.2,1.2,1.279642889999348,,118,2025-10-28T00:31:48.094887+00:00,2025-10-28T00:31:49.379365+00:00,1.284458,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0120,0.2404409945011139,0.0792379528284072,1.0,0.1,0.5,0.2,1.2,0.5157928717795154,,119,2025-10-28T00:31:49.381055+00:00,2025-10-28T00:31:49.901497+00:00,0.520431,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0121,0.2792302966117859,0.1548265665769577,1.0,0.1,0.5,0.2,1.2,0.5181505791062774,,120,2025-10-28T00:31:49.903236+00:00,2025-10-28T00:31:50.424827+00:00,0.521582,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0122,0.8557717204093933,0.4665558934211731,1.0,0.1,0.5,0.2,1.2,1.2311648971106517,,121,2025-10-28T00:31:50.426719+00:00,2025-10-28T00:31:51.661813+00:00,1.235078,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0123,0.6272268891334534,0.3619664907455444,1.0,0.1,0.5,0.2,1.2,0.9971429661139436,,122,2025-10-28T00:31:51.664765+00:00,2025-10-28T00:31:52.662604+00:00,0.997822,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0124,0.1589493602514267,0.0634213089942932,1.0,0.1,0.5,0.2,1.2,0.4204094126483371,,123,2025-10-28T00:31:52.665447+00:00,2025-10-28T00:31:53.088436+00:00,0.422978,opencv,w3 baseline run
2021_g1.0_e0.1_l0.5,ncaf_2021_0125,0.4614832401275635,0.0945421755313873,1.0,0.1,0.5,0.2,1.2,0.6661520549822091,,124,2025-10-28T00:31:53.093353+00:00,2025-10-28T00:31:53.763769+00:00,0.670399,opencv,w3 baseline run
